Generation;Avg Rock;Avg Paper;Avg Scissor;Best Rock;Best Paper;Best Scissor;LOD Rock;LOD Paper;LOD Scissor
250;0.313447;0.355222;0.33133;0.325322;0.279472;0.395206;0.191841;0.30227;0.505889
251;0.348507;0.330264;0.321229;0.244081;0.623657;0.132263;0.133482;0.514522;0.351996
252;0.340931;0.340208;0.318861;0.201744;0.474661;0.323595;0.138636;0.534388;0.326976
253;0.341358;0.335492;0.32315;0.145956;0.606745;0.247299;0.100098;0.663821;0.236082
254;0.355645;0.317995;0.32636;0.0685735;0.441871;0.489555;0.180386;0.39417;0.425444
255;0.335217;0.337125;0.327657;0.637669;0.0976091;0.264722;0.289185;0.341846;0.368969
256;0.337811;0.335138;0.327051;0.307295;0.396152;0.296552;0.33054;0.321958;0.347503
257;0.344422;0.323904;0.331674;0.262258;0.307556;0.430186;0.318333;0.346997;0.33467
258;0.366622;0.306758;0.32662;0.529417;0.371552;0.0990317;0.542755;0.232757;0.224488
259;0.374151;0.307904;0.317946;0.59934;0.323018;0.0776411;0.630974;0.10805;0.260976
260;0.34749;0.321043;0.331467;0.491877;0.182711;0.325412;0.620512;0.122838;0.256649
261;0.357769;0.321529;0.320702;0.521556;0.248056;0.230388;0.636947;0.0996061;0.263447
262;0.335233;0.32556;0.339207;0.28981;0.480836;0.229354;0.453141;0.359436;0.187423
263;0.341508;0.310889;0.347604;0.52844;0.114209;0.357352;0.291859;0.587426;0.120715
264;0.34522;0.30825;0.346529;0.490122;0.488187;0.0216911;0.330105;0.664404;0.00549126
265;0.31131;0.322402;0.366288;0.0931644;0.398869;0.507966;0.0727602;0.919639;0.00760076
266;0.324745;0.322829;0.352426;0.44871;0.343815;0.207475;0.347415;0.616293;0.0362921
267;0.315114;0.331847;0.353039;0.231528;0.286378;0.482094;0.0523124;0.894984;0.0527036
268;0.326441;0.320918;0.352641;0.371422;0.505761;0.122816;0.27601;0.683727;0.0402632
269;0.325867;0.306145;0.367988;0.657777;0.304023;0.0382;0.735605;0.157088;0.107307
270;0.296854;0.333265;0.369882;0.169977;0.274982;0.55504;0.594435;0.318851;0.0867139
271;0.297415;0.329734;0.37285;0.270485;0.169938;0.559578;0.438496;0.497538;0.0639661
272;0.333464;0.302985;0.363551;0.508996;0.211157;0.279846;0.606266;0.348881;0.0448539
273;0.342363;0.3001;0.357537;0.674607;0.163085;0.162308;0.650461;0.30972;0.0398192
274;0.355949;0.296645;0.347406;0.337914;0.485178;0.176908;0.656464;0.304401;0.0391353
275;0.363806;0.283158;0.353035;0.54737;0.319745;0.132885;0.669711;0.292663;0.0376263
276;0.382747;0.299065;0.318188;0.0528691;0.490566;0.456565;0.513574;0.224431;0.261995
277;0.364182;0.294675;0.341143;0.458653;0.25885;0.282497;0.334676;0.146253;0.519071
278;0.386386;0.284788;0.328826;0.352909;0.475726;0.171365;0.311115;0.206357;0.482528
279;0.402224;0.287805;0.309971;0.647657;0.165794;0.186549;0.239974;0.387833;0.372192
280;0.367425;0.289017;0.343559;0.435203;0.236242;0.328556;0.172581;0.559753;0.267666
281;0.351434;0.286143;0.362422;0.362943;0.235873;0.401185;0.393689;0.410172;0.196139
282;0.345459;0.271589;0.382952;0.65092;0.102002;0.247078;0.586231;0.121704;0.292065
283;0.329;0.305069;0.365931;0.478051;0.0883107;0.433638;0.56994;0.126495;0.303565
284;0.320899;0.326674;0.352427;0.309006;0.317461;0.373533;0.416274;0.0923901;0.491335
285;0.310311;0.332325;0.357364;0.541956;0.282771;0.175273;0.239581;0.477637;0.282781
286;0.330438;0.318955;0.350608;0.610449;0.251268;0.138283;0.198105;0.568069;0.233826
287;0.316009;0.334616;0.349375;0.0739839;0.295251;0.630766;0.139611;0.400337;0.460052
288;0.318279;0.349333;0.332389;0.215232;0.352822;0.431946;0.0998028;0.571323;0.328874
289;0.321518;0.321095;0.357387;0.283538;0.139397;0.577066;0.271424;0.462402;0.266175
290;0.31484;0.324652;0.360509;0.594986;0.282223;0.122791;0.347964;0.310801;0.341235
291;0.344615;0.314658;0.340727;0.604321;0.183733;0.211946;0.20161;0.380562;0.417827
292;0.361756;0.306897;0.331347;0.546029;0.184965;0.269006;0.55195;0.213568;0.234481
293;0.33539;0.312981;0.351628;0.654977;0.222914;0.122108;0.512626;0.269599;0.217775
294;0.331052;0.332493;0.336454;0.440818;0.409944;0.149238;0.468551;0.246419;0.28503
295;0.321762;0.331844;0.346394;0.568343;0.081239;0.350418;0.0967643;0.418806;0.484429
296;0.334338;0.322996;0.342667;0.0123295;0.504609;0.483061;0.118147;0.408892;0.472961
297;0.315186;0.340309;0.344505;0.47745;0.363066;0.159485;0.115071;0.410318;0.474611
298;0.324565;0.345172;0.330263;0.23735;0.473521;0.289129;0.0933055;0.521854;0.38484
299;0.348116;0.318287;0.333598;0.284299;0.462751;0.25295;0.066063;0.661459;0.272478
300;0.31982;0.340692;0.339488;0.202094;0.296221;0.501685;0.0602476;0.69126;0.248492
301;0.318891;0.339779;0.34133;0.331725;0.277039;0.391236;0.0519263;0.595784;0.35229
302;0.333631;0.323868;0.342501;0.435217;0.460724;0.104059;0.195635;0.505475;0.298889
303;0.336209;0.349627;0.314164;0.417962;0.473288;0.10875;0.244058;0.475045;0.280896
304;0.320557;0.341242;0.338201;0.178836;0.304069;0.517095;0.240545;0.468208;0.291247
305;0.316038;0.343412;0.340549;0.226292;0.226092;0.547615;0.212721;0.414049;0.373231
306;0.307647;0.331092;0.361261;0.535318;0.00986468;0.454818;0.346956;0.044289;0.608755
307;0.32301;0.31679;0.360201;0.293597;0.334859;0.371544;0.241837;0.0514181;0.706745
308;0.324111;0.317817;0.358073;0.536042;0.21296;0.250998;0.350761;0.0440309;0.605208
309;0.349735;0.322432;0.327833;0.228168;0.245737;0.526095;0.411393;0.0399189;0.548688
310;0.336175;0.333135;0.33069;0.468327;0.150469;0.381204;0.192341;0.0547748;0.752884
311;0.324595;0.337758;0.337647;0.381342;0.208605;0.410053;0.28557;0.0813245;0.633106
312;0.319473;0.329309;0.351218;0.496502;0.0142722;0.489225;0.256583;0.0730695;0.670348
313;0.314014;0.330395;0.355591;0.496941;0.337786;0.165273;0.471567;0.134293;0.394141
314;0.295854;0.329776;0.374369;0.408671;0.153772;0.437557;0.653181;0.0881384;0.258681
315;0.326989;0.351113;0.321898;0.110045;0.402932;0.487023;0.350797;0.510276;0.138927
316;0.354751;0.338253;0.306996;0.398705;0.450797;0.150498;0.252672;0.367541;0.379786
317;0.347159;0.325843;0.326998;0.570975;0.303884;0.125142;0.258299;0.353456;0.388245
318;0.323707;0.337866;0.338427;0.577355;0.149519;0.273126;0.416057;0.278277;0.305666
319;0.307792;0.368974;0.323234;0.248504;0.0738661;0.67763;0.305679;0.469747;0.224574
320;0.291264;0.38062;0.328117;0.481839;0.185205;0.332956;0.557887;0.299114;0.142999
321;0.318926;0.351898;0.329176;0.185172;0.0966908;0.718137;0.305269;0.163672;0.531059
322;0.324694;0.349657;0.325649;0.299987;0.269235;0.430778;0.487793;0.120671;0.391536
323;0.302496;0.359795;0.337709;0.175676;0.456416;0.367908;0.631585;0.0867951;0.28162
324;0.340582;0.326954;0.332464;0.699125;0.0708833;0.229992;0.699125;0.0708833;0.229992
325;0.34784;0.315826;0.336334;0.537566;0.19448;0.267955;0.607782;0.0616222;0.330595
326;0.344372;0.321087;0.334542;0.420891;0.251505;0.327604;0.444051;0.314413;0.241536
327;0.329694;0.357987;0.312319;0.24984;0.0764519;0.673708;0.30327;0.214733;0.481997
328;0.334852;0.375059;0.290088;0.107941;0.414424;0.477634;0.217157;0.437708;0.345135
329;0.339011;0.354628;0.306361;0.236802;0.259609;0.503589;0.238877;0.381468;0.379655
330;0.308706;0.347172;0.344122;0.077873;0.0757031;0.846424;0.225572;0.41592;0.358508
331;0.314069;0.346871;0.33906;0.467092;0.23341;0.299498;0.182712;0.336893;0.480395
332;0.318995;0.328813;0.352192;0.331859;0.197991;0.47015;0.223439;0.320105;0.456456
333;0.31378;0.344778;0.341442;0.278194;0.649598;0.0722075;0.209719;0.361855;0.428427
334;0.330132;0.341546;0.328323;0.0341774;0.888302;0.0775208;0.137929;0.237987;0.624084
335;0.326576;0.326119;0.347304;0.524605;0.428934;0.0464614;0.486239;0.141831;0.37193
336;0.342401;0.324237;0.333363;0.355419;0.504236;0.140346;0.642969;0.0985636;0.258467
337;0.351018;0.333464;0.315518;0.275919;0.525814;0.198267;0.463783;0.349781;0.186436
338;0.336733;0.341667;0.321599;0.264;0.44613;0.28987;0.529267;0.399168;0.0715656
339;0.309043;0.360013;0.330944;0.243721;0.376103;0.380176;0.405029;0.305469;0.289501
340;0.313673;0.364474;0.321853;0.197069;0.625618;0.177313;0.438253;0.330527;0.23122
341;0.318975;0.346519;0.334506;0.372027;0.138649;0.489324;0.40527;0.380912;0.213818
342;0.352354;0.329984;0.317662;0.662606;0.179717;0.157677;0.292434;0.55328;0.154286
343;0.337012;0.336398;0.32659;0.49589;0.356932;0.147177;0.241458;0.456836;0.301706
344;0.32503;0.370108;0.304863;0.220729;0.689867;0.0894037;0.519347;0.289476;0.191177
345;0.327017;0.346862;0.326121;0.497145;0.20232;0.300535;0.396608;0.221064;0.382328
346;0.321612;0.336967;0.341421;0.613365;0.00359555;0.383039;0.605211;0.144638;0.250151
347;0.330893;0.312426;0.356681;0.775665;0.0610887;0.163246;0.352315;0.502063;0.145622
348;0.326568;0.319253;0.354179;0.0923291;0.463272;0.444399;0.640856;0.0942603;0.264884
349;0.317766;0.340903;0.341332;0.278669;0.407885;0.313445;0.608217;0.0894595;0.302324
350;0.347544;0.326433;0.326024;0.478401;0.388818;0.132781;0.435914;0.347408;0.216678
351;0.361545;0.307424;0.331031;0.299337;0.319649;0.381014;0.629232;0.228348;0.14242
352;0.349714;0.32047;0.329816;0.488392;0.295287;0.216321;0.615801;0.244818;0.13938
353;0.355975;0.304113;0.339912;0.493138;0.233015;0.273848;0.442236;0.175816;0.381948
354;0.345229;0.324965;0.329806;0.678915;0.26991;0.0511753;0.678915;0.26991;0.0511753
355;0.337744;0.322211;0.340046;0.624858;0.177008;0.198135;0.582624;0.350854;0.0665224
356;0.325295;0.346785;0.32792;0.125452;0.366366;0.508181;0.547436;0.329664;0.122901
357;0.342219;0.313657;0.344124;0.474958;0.412296;0.112746;0.461118;0.43536;0.103522
358;0.32919;0.341108;0.329703;0.489939;0.0689237;0.441137;0.471433;0.427027;0.101541
359;0.333808;0.322858;0.343334;0.541455;0.333669;0.124876;0.409335;0.370778;0.219888
360;0.31238;0.310576;0.377044;0.558175;0.0445863;0.397239;0.621257;0.0450137;0.333729
361;0.311764;0.32951;0.358726;0.394552;0.0315163;0.573932;0.491302;0.244779;0.263919
362;0.314134;0.338496;0.34737;0.499882;0.0453454;0.454773;0.662769;0.162271;0.17496
363;0.326261;0.337125;0.336614;0.630248;0.0469818;0.32277;0.10343;0.431417;0.465152
364;0.321477;0.33468;0.343843;0.168389;0.46067;0.370941;0.24305;0.364234;0.392716
365;0.3424;0.331062;0.326538;0.229675;0.726344;0.043981;0.0847193;0.440421;0.47486
366;0.328185;0.331548;0.340267;0.329134;0.134576;0.53629;0.0568076;0.295319;0.647873
367;0.328593;0.34839;0.323017;0.175028;0.527572;0.2974;0.263127;0.230719;0.506154
368;0.332295;0.342025;0.32568;0.536879;0.440148;0.0229728;0.395108;0.346446;0.258447
369;0.330631;0.327098;0.342271;0.0919993;0.519843;0.388158;0.259279;0.571122;0.169599
370;0.327105;0.324647;0.348248;0.172636;0.446487;0.380877;0.168943;0.372136;0.458921
371;0.311145;0.336874;0.351981;0.371215;0.272946;0.355839;0.146783;0.323323;0.529894
372;0.346392;0.32249;0.331118;0.51489;0.189455;0.295655;0.124622;0.274508;0.60087
373;0.333026;0.322913;0.344062;0.264427;0.519921;0.215652;0.232579;0.512307;0.255115
374;0.310515;0.316117;0.373367;0.332713;0.196619;0.470669;0.381681;0.199654;0.418665
375;0.300828;0.323279;0.375894;0.524618;0.223075;0.252307;0.266601;0.440964;0.292434
376;0.334035;0.332985;0.33298;0.346784;0.452059;0.201157;0.362965;0.600351;0.0366839
377;0.332868;0.344074;0.323057;0.0522774;0.571084;0.376638;0.19293;0.319111;0.487959
378;0.313851;0.3422;0.343949;0.553185;0.275232;0.171583;0.226487;0.200682;0.572831
379;0.303315;0.359926;0.336759;0.316353;0.0771592;0.606488;0.313827;0.278071;0.408102
380;0.324115;0.357802;0.318083;0.266142;0.230459;0.503399;0.223894;0.484952;0.291153
381;0.330657;0.33561;0.333733;0.515201;0.0729368;0.411862;0.0503056;0.59342;0.356274
382;0.322171;0.32642;0.351408;0.360336;0.11769;0.521973;0.0647984;0.764381;0.17082
383;0.328317;0.316753;0.354929;0.277074;0.508987;0.213939;0.0831607;0.697613;0.219226
384;0.336513;0.305032;0.358455;0.164204;0.395604;0.440192;0.0518118;0.434635;0.513553
385;0.324475;0.31827;0.357255;0.350596;0.324434;0.32497;0.117562;0.404497;0.477942
386;0.329392;0.327209;0.3434;0.0895758;0.427731;0.482693;0.137948;0.474641;0.387411
387;0.314221;0.32892;0.356859;0.440646;0.179606;0.379748;0.146897;0.50543;0.347674
388;0.330779;0.325427;0.343794;0.28412;0.570646;0.145234;0.18273;0.384788;0.432483
389;0.338603;0.322738;0.338659;0.529685;0.127698;0.342617;0.425778;0.270356;0.303867
390;0.331456;0.322401;0.346143;0.564514;0.134339;0.301148;0.514473;0.11836;0.367167
391;0.327996;0.314899;0.357105;0.560729;0.180449;0.258822;0.281279;0.517979;0.200742
392;0.315794;0.339213;0.344992;0.568409;0.382694;0.0488967;0.423383;0.415566;0.161052
393;0.322197;0.313833;0.36397;0.583343;0.288094;0.128563;0.238222;0.233824;0.527954
394;0.318201;0.318527;0.363271;0.293113;0.336191;0.370697;0.495682;0.154798;0.34952
395;0.326991;0.336669;0.33634;0.456074;0.107123;0.436803;0.382651;0.119499;0.49785
396;0.33331;0.337174;0.329516;0.23264;0.315084;0.452275;0.38683;0.120805;0.492365
397;0.318177;0.344864;0.336959;0.1834;0.557582;0.259019;0.319523;0.273782;0.406695
398;0.339019;0.316361;0.34462;0.413204;0.336038;0.250759;0.312648;0.289408;0.397944
399;0.339359;0.311842;0.348799;0.432075;0.092428;0.475497;0.371693;0.344065;0.284242
400;0.340341;0.306976;0.352683;0.460462;0.31979;0.219748;0.218661;0.202408;0.578931
401;0.324829;0.329564;0.345608;0.493584;0.122642;0.383774;0.26642;0.0281997;0.70538
402;0.310339;0.342404;0.347258;0.198606;0.276302;0.525092;0.145793;0.468203;0.386004
403;0.318554;0.356382;0.325063;0.104237;0.518827;0.376935;0.126763;0.407089;0.466148
404;0.324773;0.345975;0.329252;0.170854;0.532146;0.297;0.200966;0.372497;0.426537
405;0.313714;0.351874;0.334412;0.304696;0.140546;0.554758;0.195518;0.389508;0.414974
406;0.338225;0.344287;0.317488;0.0333907;0.504699;0.46191;0.553664;0.216104;0.230233
407;0.340356;0.336343;0.323301;0.304181;0.123851;0.571968;0.665743;0.057418;0.276839
408;0.326126;0.332087;0.341787;0.186868;0.253171;0.559961;0.492702;0.302416;0.204882
409;0.336352;0.321154;0.342494;0.26647;0.387856;0.345674;0.321311;0.545077;0.133612
410;0.335344;0.31546;0.349196;0.348236;0.385199;0.266566;0.297309;0.50436;0.198331
411;0.342271;0.296688;0.361041;0.259298;0.477329;0.263373;0.56321;0.313508;0.123282
412;0.327299;0.331313;0.341388;0.354961;0.219477;0.425562;0.326237;0.181598;0.492165
413;0.322481;0.345157;0.332362;0.176995;0.543083;0.279921;0.00130851;0.269175;0.729516
414;0.297203;0.341207;0.36159;0.45979;0.227669;0.312541;0.00136218;0.280215;0.718423
415;0.311783;0.32619;0.362027;0.707262;0.250469;0.0422688;0.222177;0.218255;0.559568
416;0.33066;0.337649;0.331691;0.629974;0.293138;0.0768875;0.185159;0.181891;0.63295
417;0.327482;0.315923;0.356595;0.673618;0.19785;0.128532;0.357141;0.1435;0.499358
418;0.35293;0.31531;0.33176;0.0387206;0.621233;0.340047;0.335386;0.195674;0.46894
419;0.320878;0.32486;0.354262;0.708418;0.270225;0.0213566;0.359209;0.138542;0.502249
420;0.304262;0.356772;0.338966;0.24785;0.322251;0.429899;0.303575;0.117085;0.579339
421;0.297874;0.352347;0.349779;0.0388913;0.487004;0.474105;0.252326;0.097319;0.650355
422;0.291638;0.356272;0.35209;0.129705;0.115267;0.755028;0.457999;0.0705481;0.471453
423;0.315728;0.341918;0.342354;0.729334;0.14007;0.130596;0.523448;0.0620292;0.414523
424;0.33431;0.321122;0.344568;0.582077;0.258553;0.15937;0.479513;0.140756;0.379731
425;0.34053;0.328413;0.331057;0.236062;0.432056;0.331882;0.425778;0.124983;0.449239
426;0.345885;0.324528;0.329587;0.401428;0.493424;0.105147;0.390451;0.132672;0.476877
427;0.332857;0.337698;0.329445;0.648773;0.290712;0.0605148;0.347218;0.228708;0.424074
428;0.324843;0.336865;0.338291;0.252127;0.13054;0.617333;0.243794;0.160584;0.595623
429;0.3401;0.31663;0.34327;0.292297;0.0596011;0.648102;0.14538;0.181482;0.673138
430;0.361495;0.304943;0.333562;0.329362;0.505481;0.165157;0.25167;0.314168;0.434162
431;0.367582;0.269498;0.362921;0.32959;0.246872;0.423538;0.209526;0.261559;0.528915
432;0.348408;0.270434;0.381158;0.846973;0.0789154;0.0741113;0.41312;0.194192;0.392688
433;0.337146;0.276647;0.386207;0.764563;0.110162;0.125275;0.059005;0.311364;0.629631
434;0.324054;0.278018;0.397928;0.562319;0.0437361;0.393945;0.0653597;0.2372;0.69744
435;0.329109;0.303647;0.367243;0.701812;0.112822;0.185366;0.0639261;0.231997;0.704077
436;0.351472;0.307827;0.340701;0.418924;0.232318;0.348758;0.453127;0.135537;0.411335
437;0.332641;0.316065;0.351294;0.695611;0.250662;0.0537275;0.323502;0.0967643;0.579734
438;0.348539;0.312112;0.339349;0.550511;0.338269;0.11122;0.351676;0.105192;0.543133
439;0.309683;0.338434;0.351884;0.599852;0.309637;0.0905117;0.456064;0.136416;0.407521
440;0.312663;0.344279;0.343058;0.378358;0.240711;0.380931;0.299782;0.17561;0.524608
441;0.298521;0.349143;0.352335;0.126195;0.00780667;0.865998;0.42697;0.250116;0.322915
442;0.298826;0.348313;0.352861;0.228355;0.444568;0.327077;0.301424;0.176572;0.522004
443;0.313922;0.354863;0.331215;0.667671;0.00994819;0.322381;0.209038;0.42895;0.362012
444;0.329014;0.335475;0.335511;0.477386;0.293355;0.229259;0.496044;0.273303;0.230654
445;0.341973;0.335108;0.322919;0.0761023;0.507626;0.416272;0.564163;0.236361;0.199476
446;0.334409;0.350879;0.314712;0.191958;0.454245;0.353798;0.412604;0.441508;0.145888
447;0.315848;0.340875;0.343277;0.623896;0.113356;0.262748;0.576394;0.318397;0.105209
448;0.313432;0.338086;0.348482;0.524774;0.345341;0.129884;0.344944;0.592094;0.0629623
449;0.319307;0.327129;0.353564;0.389016;0.0601295;0.550854;0.286767;0.644679;0.0685541
450;0.308612;0.335566;0.355822;0.0657939;0.3238;0.610406;0.164993;0.370921;0.464086
451;0.312955;0.322447;0.364598;0.227885;0.192202;0.579913;0.00152481;0.443536;0.55494
452;0.336915;0.317289;0.345797;0.349032;0.320676;0.330293;0.0014071;0.409298;0.589295
453;0.349137;0.320059;0.330804;0.310743;0.368166;0.321092;0.00141268;0.41092;0.587667
454;0.337253;0.336652;0.326095;0.234586;0.53962;0.225794;0.00115051;0.520246;0.478604
455;0.341326;0.332286;0.326388;0.550649;0.352093;0.0972576;0.00151137;0.683422;0.315066
456;0.311486;0.36596;0.322554;0.0303718;0.429912;0.539717;0.00383426;0.196859;0.799307
457;0.333213;0.36041;0.306377;0.45024;0.429441;0.12032;0.458908;0.106929;0.434164
458;0.358911;0.324258;0.316831;0.419159;0.534234;0.0466064;0.352314;0.0820917;0.565594
459;0.36145;0.310333;0.328217;0.706084;0.283424;0.0104921;0.230552;0.0975246;0.671923
460;0.354169;0.336655;0.309176;0.485639;0.332318;0.182042;0.148875;0.417243;0.433882
461;0.342088;0.332306;0.325606;0.128496;0.344498;0.527006;0.199429;0.558927;0.241643
462;0.368277;0.311561;0.320162;0.375214;0.226542;0.398244;0.196096;0.5663;0.237604
463;0.348797;0.308252;0.34295;0.73423;0.164255;0.101515;0.131035;0.378412;0.490553
464;0.371971;0.28658;0.341449;0.587577;0.0714132;0.34101;0.112732;0.325555;0.561714
465;0.362005;0.313796;0.324199;0.539351;0.295724;0.164925;0.219303;0.633321;0.147376
466;0.356602;0.309396;0.334002;0.422657;0.503701;0.0736422;0.384652;0.499185;0.116163
467;0.363737;0.313684;0.322579;0.17097;0.381008;0.448022;0.488555;0.414897;0.0965482
468;0.345377;0.330002;0.324621;0.0598497;0.324342;0.615809;0.321071;0.272664;0.406266
469;0.36234;0.295558;0.342101;0.39501;0.243166;0.361824;0.441413;0.374862;0.183725
470;0.373745;0.288992;0.337263;0.520617;0.329341;0.150042;0.63356;0.245914;0.120526
471;0.348802;0.305767;0.345432;0.509461;0.251654;0.238885;0.47113;0.182867;0.346003
472;0.347288;0.325439;0.327273;0.213057;0.167938;0.619006;0.424812;0.263201;0.311987
473;0.337593;0.33856;0.323847;0.39747;0.0754322;0.527098;0.580763;0.191839;0.227397
474;0.32234;0.363663;0.313997;0.0263655;0.505862;0.467773;0.554039;0.229028;0.216933
475;0.308126;0.360433;0.331442;0.6657;0.123996;0.210304;0.380807;0.157418;0.461775
476;0.314716;0.333381;0.351903;0.362391;0.321699;0.31591;0.259411;0.426021;0.314568
477;0.30603;0.334758;0.359212;0.572753;0.0922028;0.335044;0.314924;0.517187;0.16789
478;0.290168;0.367329;0.342503;0.0699241;0.338691;0.591385;0.180757;0.29685;0.522393
479;0.304041;0.360491;0.335469;0.154644;0.124679;0.720678;0.223407;0.366893;0.4097
480;0.348943;0.322507;0.328549;0.0252616;0.413387;0.561352;0.257959;0.423635;0.318406
481;0.393737;0.315851;0.290412;0.0203582;0.794798;0.184844;0.340727;0.559563;0.0997096
482;0.361886;0.338091;0.300023;0.237821;0.666081;0.0960974;0.399768;0.509452;0.0907802
483;0.339542;0.348099;0.312359;0.457048;0.270807;0.272145;0.220414;0.280888;0.498698
484;0.332493;0.336448;0.331059;0.026584;0.325837;0.647579;0.174942;0.429243;0.395815
485;0.32468;0.341021;0.334299;0.556996;0.111347;0.331658;0.424201;0.299564;0.276235
486;0.312024;0.351661;0.336316;0.0716389;0.439978;0.488383;0.389982;0.356066;0.253952
487;0.312714;0.369833;0.317453;0.071065;0.492219;0.436716;0.247955;0.590579;0.161466
488;0.324253;0.359975;0.315772;0.0162761;0.808321;0.175403;0.479599;0.408669;0.111731
489;0.324919;0.338499;0.336581;0.357962;0.283889;0.358149;0.466505;0.397511;0.135984
490;0.330391;0.346263;0.323347;0.405046;0.147647;0.447307;0.35285;0.300665;0.346485
491;0.336095;0.358418;0.305487;0.128098;0.603926;0.267976;0.223147;0.557731;0.219122
492;0.34271;0.344293;0.312997;0.220516;0.703429;0.0760551;0.455155;0.391164;0.153681
493;0.324035;0.3341;0.341865;0.267532;0.19321;0.539258;0.0220638;0.702096;0.27584
494;0.322334;0.333013;0.344653;0.339184;0.151419;0.509397;0.0226995;0.693512;0.283788
495;0.303627;0.347475;0.348899;0.347671;0.204357;0.447972;0.245036;0.535737;0.219226
496;0.318604;0.338606;0.34279;0.190788;0.267206;0.542006;0.213993;0.467866;0.318141
497;0.304937;0.368398;0.326665;0.235649;0.194792;0.569558;0.231349;0.457535;0.311116
498;0.302498;0.355984;0.341519;0.353386;0.408223;0.238391;0.339478;0.203995;0.456527
499;0.312675;0.327;0.360325;0.383589;0.101167;0.515245;0.426633;0.256367;0.316999
500;0.30912;0.321078;0.369802;0.105151;0.347245;0.547604;0.374252;0.224891;0.400857
